building_id,date,lease_cost,total_operating_expense,energy_costs,utilities_costs,maintenance_costs,catering_costs,cleaning_costs,security_costs,insurance_costs,waste_disposal_costs,other_costs
B033,01/12/2020,0,25159,6180,7724,4010,1822,2915,4900,1166,601,2021
B033,01/01/2021,0,24883,6783,8120,4085,1317,1929,4159,1688,919,2666
B033,01/02/2021,0,20169,4339,5215,2267,1420,1032,4426,2443,790,2576
B033,01/03/2021,0,26550,9867,11670,3766,1168,1426,4313,1141,972,2094
B033,01/04/2021,0,25440,7973,9319,3621,525,2266,3929,2467,791,2522
B033,01/05/2021,0,27604,9563,11843,2427,1689,2817,4331,1602,1700,1195
B033,01/06/2021,0,25230,7325,8184,1667,1488,2515,4239,2311,1895,2931
B033,01/07/2021,0,23732,3767,4345,4103,1688,2686,4335,2934,1307,2334
B033,01/08/2021,0,16872,2751,3379,1356,1805,2519,4300,1062,1683,768
B033,01/09/2021,0,25327,9929,12261,3385,1006,1116,3304,1799,1461,995
B033,01/10/2021,0,19664,3518,4000,1689,585,3963,4941,1900,608,1978
B033,01/11/2021,0,19133,2282,2679,3007,1933,1774,4266,2102,819,2553
B033,01/12/2021,0,23466,8540,9968,2204,1549,3841,2049,1474,1193,1188
B033,01/01/2022,0,26499,9993,12041,2555,1861,2967,2820,1759,1004,1492
B033,01/02/2022,0,18953,2172,2595,2602,614,3475,3082,2545,1502,2538
B033,01/03/2022,0,17281,3572,3975,1791,1100,3729,2635,2174,920,957
B033,01/04/2022,0,19852,7051,8096,1563,1070,1907,3757,1095,554,1810
B033,01/05/2022,0,30608,9604,11945,3141,1064,3349,4607,2151,1877,2474
B033,01/06/2022,0,20671,4599,5175,3418,592,2881,3123,1796,1845,1841
B033,01/07/2022,0,25165,8381,9324,3166,1312,2589,3278,2498,1311,1687
B033,01/08/2022,0,17182,5691,6445,1164,543,1727,3302,1564,702,1735
B033,01/09/2022,0,22012,4517,5443,3159,799,2619,4285,2024,1258,2425
B033,01/10/2022,0,20753,7087,8270,1433,1198,2406,2916,2149,1412,969
B033,01/11/2022,0,24711,7545,9292,1438,1907,3248,4395,1429,1177,1825
B033,01/12/2022,0,22797,5141,6164,1010,1610,3315,4773,2916,1952,1057
B033,01/01/2023,0,15111,2527,2922,1221,538,2447,3150,2828,592,1413
B033,01/02/2023,0,18137,2581,3186,2620,1962,2130,2199,2813,741,2486
B033,01/03/2023,0,24845,8082,9573,2407,1658,1525,4046,2447,1726,1463
B033,01/04/2023,0,25549,5485,6675,4429,1962,1070,3941,2642,1836,2994
B033,01/05/2023,0,22409,5290,6387,4849,667,1689,2279,2900,1845,1793
B033,01/06/2023,0,26329,9840,11978,1265,1889,1165,4357,2130,922,2623
B033,01/07/2023,0,20932,7451,8556,1648,903,2659,2274,1189,1128,2575
B033,01/08/2023,0,23663,9113,11000,1757,1604,2688,3545,1095,677,1297
B033,01/09/2023,0,22853,5942,7203,3202,1981,1362,2952,2398,855,2900
B033,01/10/2023,0,19999,7513,9232,1255,1986,1137,2092,2071,765,1461
B033,01/11/2023,0,20291,2789,3233,4159,1743,1507,4029,2579,595,2446
B033,01/12/2023,0,20426,4487,5024,3458,1361,2972,4002,1305,942,1362
B033,01/01/2024,0,20779,4035,4794,3879,1373,1641,4888,1598,606,2000
B033,01/02/2024,0,24060,6129,7381,3904,1798,3415,4531,1567,745,719
B033,01/03/2024,0,24904,8925,10383,1786,1855,2958,3193,2192,1506,1031
B033,01/04/2024,0,22191,8618,9588,1761,1724,3554,2446,1080,998,1040
B033,01/05/2024,0,18342,3130,3877,1437,1883,1044,3047,2302,1863,2889
B033,01/06/2024,0,22110,5146,6199,2293,1694,3167,4018,2867,500,1372
B033,01/07/2024,0,21755,3474,4072,3633,964,2805,4491,2955,585,2250
B033,01/08/2024,0,21205,5828,6609,2792,657,1668,3874,1094,1844,2667
B033,01/09/2024,0,23262,7186,8349,3131,969,3104,2847,2521,1265,1076
B033,01/10/2024,0,18014,5566,6750,1134,599,1758,3313,1710,819,1931
B033,01/11/2024,0,17653,3814,4332,1927,1762,1735,2579,2668,735,1915
B033,01/12/2024,0,19131,4856,5912,2543,592,2689,4188,1278,846,1083
B033,01/01/2025,0,24444,7688,9196,2490,1337,1744,4065,1901,1435,2276
B034,01/01/2020,0,20772,3536,3962,3759,1076,3626,2518,2085,1128,2618
B034,01/02/2020,0,25260,9404,10844,1398,1859,2561,3957,2009,1120,1512
B034,01/03/2020,0,14977,2666,3109,3256,1444,1819,2662,1356,797,534
B034,01/04/2020,0,25123,9655,10756,3477,1717,1318,3052,1103,1006,2694
B034,01/05/2020,0,20830,3285,4073,3157,1739,2137,3029,1808,1992,2895
B034,01/06/2020,0,21165,3636,4362,4761,742,3940,2694,2381,510,1775
B034,01/07/2020,0,19685,5302,6352,2321,1677,1239,3153,1976,772,2195
B034,01/08/2020,0,17000,3070,3561,3108,566,2229,2396,1606,1569,1965
B034,01/09/2020,0,21116,3873,4731,4814,971,1847,4024,1671,1102,1956
B034,01/10/2020,0,27000,6463,7487,3667,1810,2764,4501,2860,1353,2558
B034,01/11/2020,0,23760,8751,10152,3937,681,2167,2599,1193,1475,1556
B034,01/12/2020,0,14807,3303,3704,1906,921,1233,3296,1150,1314,1283
B034,01/01/2021,0,20775,3128,3850,3541,1140,3839,2692,2896,1441,1376
B034,01/02/2021,0,21819,7548,8486,2082,641,3312,3953,1560,934,851
B034,01/03/2021,0,14901,2776,3339,1090,1839,3064,2421,1068,754,1326
B034,01/04/2021,0,25651,8833,9903,3850,1909,2322,2270,1964,941,2492
B034,01/05/2021,0,22227,4977,6075,3281,1387,2833,4387,1439,1074,1751
B034,01/06/2021,0,16778,5127,5773,1392,813,1261,4742,1199,607,991
B034,01/07/2021,0,18711,3792,4365,2938,1277,2284,3402,1403,1425,1617
B034,01/08/2021,0,15029,2129,2414,2104,1939,2567,2243,2301,517,944
B034,01/09/2021,0,19885,5776,6811,2204,674,1617,3339,1766,1194,2280
B034,01/10/2021,0,20907,6484,7462,2387,502,3974,2589,1080,606,2307
B034,01/11/2021,0,18552,3812,4367,2894,1505,2019,2472,2202,536,2557
B034,01/12/2021,0,23596,8830,10608,2703,1002,1577,2072,1724,1037,2873
B034,01/01/2022,0,18551,4655,5342,2143,1987,3078,2573,1207,727,1494
B034,01/02/2022,0,18150,2375,2803,4200,1581,2871,2396,1225,1754,1320
B034,01/03/2022,0,16493,4506,5408,1719,1145,1550,2321,1086,775,2489
B034,01/04/2022,0,17399,2459,2953,1746,1728,1351,3973,2534,979,2135
B034,01/05/2022,0,23341,6265,7705,3014,1862,2795,2595,1352,1430,2588
B034,01/06/2022,0,26915,9290,11084,4549,1056,1946,3363,2135,1896,886
B034,01/07/2022,0,21390,7562,8648,1620,1869,1907,3162,1412,581,2191
B034,01/08/2022,0,26115,9892,11572,3063,607,1683,3590,1289,1318,2993
B034,01/09/2022,0,23532,9825,12132,1784,765,1087,3043,2457,773,1491
B034,01/10/2022,0,28810,9725,11233,3172,1415,3658,3218,2432,1429,2253
B034,01/11/2022,0,27849,9917,11441,2324,1403,3841,2533,2667,778,2862
B034,01/12/2022,0,19319,4002,4457,3417,891,3135,2268,2721,1436,994
B034,01/01/2023,0,24815,6784,8210,4819,1332,3044,2892,1650,506,2362
B034,01/02/2023,0,19089,2259,2715,1130,1945,3202,4322,2803,1464,1508
B034,01/03/2023,0,14239,2853,3489,1588,791,1370,2828,2881,671,621
B034,01/04/2023,0,20073,4424,5005,2376,1054,1774,4466,1723,1777,1898
B034,01/05/2023,0,15980,3951,4566,1364,698,2474,2765,2142,1191,780
B034,01/06/2023,0,21930,3204,3957,4533,720,3549,3909,2912,699,1651
B034,01/07/2023,0,19417,3005,3686,4948,628,1106,4142,2413,1981,513
B034,01/08/2023,0,22258,4411,5351,4832,1010,1895,3866,1146,1573,2585
B034,01/09/2023,0,22685,5971,7357,1808,1308,3237,3656,2557,614,2148
B034,01/10/2023,0,30330,9756,12160,2360,1356,3737,4211,2727,1677,2102
B034,01/11/2023,0,19179,2084,2603,3827,1177,1638,2726,2997,1976,2235
B034,01/12/2023,0,13965,2457,2978,1590,1592,1185,2040,2640,1213,727
B034,01/01/2024,0,27165,9457,11159,3454,519,1075,4808,1796,1387,2967
B034,01/02/2024,0,23847,5665,6490,4782,1415,2932,3200,1522,514,2992
B034,01/03/2024,0,27190,8951,10272,2997,1114,3256,3713,1949,1968,1921
B034,01/04/2024,0,26576,8400,10105,3814,1922,2201,4157,2452,1328,597
B034,01/05/2024,0,20781,3069,3681,4428,1543,3715,2978,1585,776,2075
B034,01/06/2024,0,23073,5411,6095,3868,919,2301,4426,2720,1413,1331
B034,01/07/2024,0,24689,8115,10088,3188,859,2386,3527,1750,647,2244
B034,01/08/2024,0,26717,7418,8690,3121,730,3937,3994,2520,1501,2224
B034,01/09/2024,0,24162,7440,8399,1354,1756,3011,3970,2299,506,2867
B034,01/10/2024,0,25100,8904,10294,2461,891,2691,4327,1549,803,2084
B034,01/11/2024,0,21177,6109,7447,2131,801,3635,2340,2901,938,984
B034,01/12/2024,0,17789,2320,2717,4252,1989,2292,2060,2173,1012,1294
B034,01/01/2025,0,22540,4278,5327,3221,1640,3528,2859,2739,656,2570
B035,01/01/2020,20004,40728,4750,5315,2666,1332,3103,2400,2508,501,2899
B035,01/02/2020,20004,43332,7589,9220,2395,1711,3148,3110,2192,662,890
B035,01/03/2020,20004,38373,4756,5439,1265,1673,2462,2749,1041,1296,2444
B035,01/04/2020,20004,39191,5286,5937,1384,1396,3390,2871,1073,767,2369
B035,01/05/2020,20004,45938,7206,8965,2125,1424,3969,4548,1158,1190,2555
B035,01/06/2020,20004,43307,5585,6211,4793,1547,1850,3350,1843,1463,2246
B035,01/07/2020,20004,39514,3807,4594,3361,727,1859,3428,2861,1419,1261
B035,01/08/2020,20004,45344,8111,9042,2972,1030,2637,3776,2877,1061,1945
B035,01/09/2020,20004,44890,9698,11168,3853,1796,2410,2894,1442,693,630
B035,01/10/2020,20004,41493,4539,5277,4895,1010,1916,2693,2715,1730,1253
B035,01/11/2020,20004,40506,4925,5744,1365,820,3882,4099,1485,1606,1501
B035,01/12/2020,20004,39390,2419,2898,2118,1753,3340,4178,1802,659,2638
B035,01/01/2021,20504,45952,6775,7547,3981,1195,3669,3407,2903,1326,1420
B035,01/02/2021,20504,38503,4476,5074,3640,1230,1401,2949,1252,1630,823
B035,01/03/2021,20504,47711,8555,10055,3694,1384,2161,4926,2256,798,1933
B035,01/04/2021,20504,43839,4906,5998,4769,1240,1924,4463,2255,1332,1354
B035,01/05/2021,20504,41443,2949,3287,4156,1118,2516,3369,2756,1514,2223
B035,01/06/2021,20504,36855,2308,2638,1482,1898,3707,2846,2565,582,633
B035,01/07/2021,20504,47206,8732,10341,3741,668,3837,2677,1025,1835,2578
B035,01/08/2021,20504,39649,5644,6527,1301,1250,1739,4998,1923,775,632
B035,01/09/2021,20504,35573,3194,3664,1740,1591,1224,2703,1493,707,1947
B035,01/10/2021,20504,40054,2915,3447,1446,763,3999,3575,1539,1815,2966
B035,01/11/2021,20504,44522,8727,10757,2145,569,1619,3415,1566,1173,2774
B035,01/12/2021,20504,39728,4519,5090,2066,672,1148,4259,2619,1583,1787
B035,01/01/2022,21004,46180,6314,7699,3667,1354,2628,4796,2429,626,1977
B035,01/02/2022,21004,42933,5677,6371,4892,1093,1084,4252,1016,1949,1272
B035,01/03/2022,21004,41343,6147,7355,1113,973,2071,4458,1935,1723,711
B035,01/04/2022,21004,40750,4132,4647,2262,1293,3047,3922,2557,644,1374
B035,01/05/2022,21004,49319,9009,10728,4431,654,3978,4562,1596,1795,571
B035,01/06/2022,21004,42157,5955,6644,2553,1566,1502,3592,2885,1001,1410
B035,01/07/2022,21004,44051,4777,5508,4914,654,2570,4807,2606,1385,603
B035,01/08/2022,21004,46561,6980,8655,3370,1375,3151,3353,2969,862,1822
B035,01/09/2022,21004,43562,5466,6095,3781,852,2409,3940,2441,1321,1719
B035,01/10/2022,21004,45181,6946,8270,1043,1626,2989,4948,2305,1405,1591
B035,01/11/2022,21004,46000,6357,7241,4677,1334,3499,3031,2694,1118,1402
B035,01/12/2022,21004,44776,6868,7938,3602,1626,3427,2834,1435,1319,1591
B035,01/01/2023,21504,45148,4931,5688,3964,913,3264,2370,2815,1738,2892
B035,01/02/2023,21504,42683,5026,6140,3877,947,2982,3264,1254,896,1819
B035,01/03/2023,21504,42558,4229,4943,1068,1977,2694,4128,2183,1848,2213
B035,01/04/2023,21504,38757,3175,3678,4910,739,2182,2573,1130,1051,990
B035,01/05/2023,21504,43079,4560,5500,1799,1252,2992,4435,2316,1765,1516
B035,01/06/2023,21504,41578,5454,6651,1907,1852,1949,2308,1616,1000,2791
B035,01/07/2023,21504,42654,7154,8109,1134,1834,3219,3275,1772,1280,527
B035,01/08/2023,21504,47302,4277,5135,4288,1851,2458,4791,2910,1394,2971
B035,01/09/2023,21504,46122,8676,10575,1297,1139,2976,4450,1146,502,2533
B035,01/10/2023,21504,44691,6281,7230,3938,1753,1561,2800,2394,1953,1558
B035,01/11/2023,21504,45937,4771,5761,3676,1309,2331,4350,2273,1958,2775
B035,01/12/2023,21504,49476,8506,10148,2271,1759,3361,4316,2423,837,2857
B035,01/01/2024,22004,42745,6047,7017,3176,1523,1021,4969,1372,657,1006
B035,01/02/2024,22004,44853,9498,11077,1378,703,1348,3298,2889,1204,952
B035,01/03/2024,22004,40823,2207,2694,1465,1732,3609,3257,1692,1416,2954
B035,01/04/2024,22004,41626,7681,8856,1990,1355,2225,2095,1295,703,1103
B035,01/05/2024,22004,37383,3140,3688,1458,964,2254,2064,1500,1414,2037
B035,01/06/2024,22004,40685,2263,2723,1086,873,3977,4275,1885,1466,2396
B035,01/07/2024,22004,49096,8979,10645,2833,1657,3162,2231,1864,1989,2711
B035,01/08/2024,22004,43828,6505,7787,3563,1462,2692,3010,1335,1241,734
B035,01/09/2024,22004,43418,5004,5971,2847,822,3142,3087,1838,1134,2573
B035,01/10/2024,22004,44374,5614,6405,2650,1469,3399,3568,1439,1125,2315
B035,01/11/2024,22004,47397,5546,6914,4400,789,2535,4181,2540,1661,2373
B035,01/12/2024,22004,46917,7923,9107,4657,1004,1160,3979,2738,580,1688
B035,01/01/2025,22504,49358,8330,9937,3298,1507,3886,2777,2696,1026,1727
B036,01/01/2020,39834,58339,3535,4191,2899,870,3065,2638,2460,1415,967
B036,01/02/2020,39834,66087,8193,9220,4971,703,2663,2710,2429,1285,2272
B036,01/03/2020,39834,69469,9142,10336,4753,1079,2737,4371,2856,1380,2123
B036,01/04/2020,39834,61775,9181,10928,1027,1018,2084,2849,1187,1207,1641
B036,01/05/2020,39834,64592,8223,9341,4590,1101,2136,4254,1776,934,626
B036,01/06/2020,39834,61211,5483,6336,4922,1488,1952,2989,1576,1405,709
B036,01/07/2020,39834,56679,4920,5775,2104,1141,1918,2240,1603,1137,927
B036,01/08/2020,39834,60605,2950,3301,4644,703,1776,3655,2724,1231,2737
B036,01/09/2020,39834,63076,5201,6020,3602,1002,3726,3847,1809,1732,1504
B036,01/10/2020,39834,69530,9740,11054,4120,1803,2874,4641,2766,1647,791
B036,01/11/2020,39834,57329,3553,4050,1319,1129,1117,4637,2139,1279,1825
B036,01/12/2020,39834,65407,8185,9809,1423,1758,2570,4656,2242,768,2347
B036,01/01/2021,40829,58181,4152,4878,1072,885,3143,2924,2092,1629,729
B036,01/02/2021,40829,66271,8010,9307,2764,1002,1778,4745,2510,1130,2206
B036,01/03/2021,40829,61555,3977,4475,4775,1698,1129,3078,1547,1820,2204
B036,01/04/2021,40829,67082,8116,9674,3722,1551,3391,4958,1280,504,1173
B036,01/05/2021,40829,58901,3339,4120,2699,500,3770,2175,1755,500,2553
B036,01/06/2021,40829,63735,6800,8075,4300,514,2142,3131,2858,766,1120
B036,01/07/2021,40829,64714,7045,8439,2311,1140,2705,3330,2782,1995,1183
B036,01/08/2021,40829,64136,5839,6631,2278,1344,3209,4806,2379,1808,852
B036,01/09/2021,40829,66492,7443,8864,4043,1915,1237,4778,2324,1805,697
B036,01/10/2021,40829,62484,9629,10895,1061,619,2119,2554,2531,1220,656
B036,01/11/2021,40829,63160,9081,10669,1223,1492,2803,3022,1172,633,1317
B036,01/12/2021,40829,61074,2494,2875,1548,1987,3209,4941,2713,1429,1543
B036,01/01/2022,41825,61907,3080,3710,3304,1723,3587,3808,1532,898,1520
B036,01/02/2022,41825,66103,5370,6347,2421,1511,3449,3812,2484,1309,2945
B036,01/03/2022,41825,62112,4415,4963,4560,1715,1902,3467,1522,976,1182
B036,01/04/2022,41825,66458,9920,11567,3035,984,2395,3449,1461,694,1048
B036,01/05/2022,41825,69358,7396,8971,4149,675,3878,4511,2731,807,1811
B036,01/06/2022,41825,67849,7952,9666,1896,1365,3978,3637,1560,1988,1934
B036,01/07/2022,41825,67902,6499,7332,3560,1314,3710,4145,2216,1358,2442
B036,01/08/2022,41825,63677,5277,5866,2283,1656,3919,3078,1761,1792,1497
B036,01/09/2022,41825,59150,2901,3280,1856,993,2937,4857,1512,1353,537
B036,01/10/2022,41825,70146,9764,11185,4177,1582,2807,2518,2646,1553,1853
B036,01/11/2022,41825,61189,3704,4321,3019,643,3043,2121,2062,1717,2438
B036,01/12/2022,41825,62925,5378,6702,2973,1390,1353,2211,2334,1483,2654
B036,01/01/2023,42821,70654,8719,10235,2779,1328,3441,4577,1670,1079,2724
B036,01/02/2023,42821,59301,4792,5428,1006,1432,1044,4686,1504,786,594
B036,01/03/2023,42821,67833,5353,6199,3899,717,3951,4763,1295,1952,2236
B036,01/04/2023,42821,65529,6597,7432,2350,613,2380,4989,1313,817,2814
B036,01/05/2023,42821,66321,9363,10969,1710,1872,1745,2404,1528,1314,1958
B036,01/06/2023,42821,60334,4386,5128,4588,1059,1425,2277,1433,1008,595
B036,01/07/2023,42821,65435,7919,9015,1188,637,3886,2564,1687,1687,1950
B036,01/08/2023,42821,67809,8961,9981,4457,632,1750,2061,2625,757,2725
B036,01/09/2023,42821,62839,7354,8602,1531,775,1452,2848,1878,1771,1161
B036,01/10/2023,42821,63948,7376,8405,1274,1263,1267,2437,2581,1751,2149
B036,01/11/2023,42821,70508,6963,7854,4961,1770,3605,4824,1049,960,2664
B036,01/12/2023,42821,68121,8337,10179,2241,1714,3087,2647,1501,1262,2669
B036,01/01/2024,43817,66535,4807,5432,4910,796,2597,4501,2170,941,1371
B036,01/02/2024,43817,64070,6205,7412,3423,1587,1231,3116,1405,1526,553
B036,01/03/2024,43817,71687,8201,9582,4585,615,3689,4497,1457,959,2486
B036,01/04/2024,43817,65716,9052,10224,2098,1119,1462,2298,2065,1183,1450
B036,01/05/2024,43817,62891,3894,4517,3196,1595,2902,2351,2702,633,1178
B036,01/06/2024,43817,62613,2915,3392,1673,1824,2461,4285,2396,632,2133
B036,01/07/2024,43817,69758,8411,9853,1576,1012,3192,4958,1891,590,2869
B036,01/08/2024,43817,73310,8214,10219,4747,1184,2603,4767,2288,1315,2370
B036,01/09/2024,43817,64277,4188,4697,3574,1277,3685,2869,2368,1347,643
B036,01/10/2024,43817,65919,8602,9782,1032,594,2038,2047,2310,1901,2398
B036,01/11/2024,43817,68455,8878,10641,1884,1409,3102,2446,2363,784,2009
B036,01/12/2024,43817,67499,8184,9171,1434,1693,3792,2449,1639,1470,2034
B036,01/01/2025,44813,64465,3880,4458,3996,1253,3432,3678,1152,780,903
B037,01/01/2020,0,21684,4447,5496,2512,729,2168,4811,2519,1469,1980
B037,01/02/2020,0,19512,4981,6157,1753,995,2758,4299,1402,1229,919
B037,01/03/2020,0,19234,5267,6242,1058,1900,1383,3515,2050,1400,1686
B037,01/04/2020,0,20800,3932,4621,2749,1568,2002,2413,2771,1685,2991
B037,01/05/2020,0,18117,3736,4161,2535,1928,1436,3106,1790,994,2167
B037,01/06/2020,0,21814,3124,3631,4723,1869,3261,3456,2853,880,1141
B037,01/07/2020,0,19910,5505,6160,2422,1527,1780,2335,2949,1976,761
B037,01/08/2020,0,23856,8926,10446,1971,1776,1210,4311,2430,1171,541
B037,01/09/2020,0,26083,9406,10753,2760,1303,2785,4902,1082,1377,1121
B037,01/10/2020,0,24860,5792,7151,4965,833,2246,3634,2938,1170,1923
B037,01/11/2020,0,22122,4586,5272,2819,1079,2867,4884,2707,878,1616
B037,01/12/2020,0,25083,5081,6008,4512,907,3591,3228,2851,1629,2357
B037,01/01/2021,0,23686,5325,5974,3315,1556,2037,4966,2249,1761,1828
B037,01/02/2021,0,25185,6981,8189,3710,1659,3714,2255,1103,1970,2585
B037,01/03/2021,0,21320,5511,6207,3328,744,2635,2007,1495,1975,2929
B037,01/04/2021,0,21235,4872,5425,1391,1512,3683,4663,1224,1683,1654
B037,01/05/2021,0,20756,2573,2907,3475,1217,3951,3519,2308,1367,2012
B037,01/06/2021,0,19421,3814,4366,2956,1921,1770,3136,2604,1571,1097
B037,01/07/2021,0,22598,4534,5152,4612,984,1606,3941,1992,1754,2557
B037,01/08/2021,0,20802,6422,7732,3249,685,1090,4188,2633,503,722
B037,01/09/2021,0,24798,7910,8943,4035,691,1640,3942,2328,670,2549
B037,01/10/2021,0,23670,7987,8928,2120,1689,1444,3422,1723,1955,2389
B037,01/11/2021,0,25803,9140,10677,1131,1140,1224,4658,2808,1304,2861
B037,01/12/2021,0,18154,2085,2387,3971,978,2924,3962,2229,1106,597
B037,01/01/2022,0,27226,6640,8278,3610,1320,2570,4254,2930,1513,2751
B037,01/02/2022,0,24777,7056,8364,2898,1706,2663,4447,1402,978,2319
B037,01/03/2022,0,19940,5246,6161,3422,743,2628,2618,2460,1201,707
B037,01/04/2022,0,21946,6453,7224,1429,1705,1651,4527,2799,1989,622
B037,01/05/2022,0,23064,9847,11157,2038,1015,1566,4239,1192,576,1281
B037,01/06/2022,0,17619,3924,4801,2952,905,1383,2647,1785,1045,2101
B037,01/07/2022,0,24760,8341,9953,3229,663,1291,3964,2151,758,2751
B037,01/08/2022,0,24132,5243,6001,4178,1873,2471,4283,2526,620,2180
B037,01/09/2022,0,16955,5802,6859,1304,1518,1584,2081,1674,1291,644
B037,01/10/2022,0,19531,4037,4561,4713,1146,2883,2402,1230,1570,1026
B037,01/11/2022,0,21410,6228,7055,3101,627,2771,4077,1498,824,1457
B037,01/12/2022,0,21508,2398,2971,4231,556,1999,4793,2980,1377,2601
B037,01/01/2023,0,27879,8652,10060,4840,730,2082,4102,2728,544,2793
B037,01/02/2023,0,23163,8106,9928,1217,592,1347,4297,2387,1017,2378
B037,01/03/2023,0,24457,9643,11787,3320,1298,1574,2216,1524,839,1899
B037,01/04/2023,0,18777,4918,5470,2159,789,1978,3623,1857,1531,1370
B037,01/05/2023,0,21530,3724,4436,3554,1041,3070,4340,1315,1763,2011
B037,01/06/2023,0,20474,4040,4940,3956,653,2197,3763,1149,988,2828
B037,01/07/2023,0,17874,4165,4734,3090,928,1848,2323,1199,995,2757
B037,01/08/2023,0,27637,9039,11094,3604,1731,3272,2639,2546,1143,1608
B037,01/09/2023,0,20880,3261,3929,2566,856,3111,3862,2674,1620,2262
B037,01/10/2023,0,18405,3297,3900,4196,1707,1850,2682,1469,1902,699
B037,01/11/2023,0,22687,6890,7797,4772,1420,1034,2542,1549,1666,1907
B037,01/12/2023,0,20326,2585,3204,3059,1220,3201,4507,2311,1879,945
B037,01/01/2024,0,23503,9393,11038,2742,567,3142,3272,1132,688,922
B037,01/02/2024,0,20067,4719,5742,1649,1657,3536,3105,1283,1560,1535
B037,01/03/2024,0,19748,3877,4737,1749,594,3161,4604,1484,1142,2277
B037,01/04/2024,0,25487,8283,9428,4077,817,3394,3301,1710,1696,1064
B037,01/05/2024,0,19593,5203,6238,3717,753,2769,2744,2239,540,593
B037,01/06/2024,0,19619,6404,7644,2314,755,1161,2298,2747,823,1877
B037,01/07/2024,0,20735,7456,8374,2413,1472,1625,3004,1512,1184,1151
B037,01/08/2024,0,18811,3404,3921,3338,1973,1458,4938,1350,1130,703
B037,01/09/2024,0,24482,5526,6815,3190,626,3217,4776,1972,1971,1915
B037,01/10/2024,0,14106,2127,2518,1176,821,1768,3972,1015,1830,1006
B037,01/11/2024,0,19805,3366,3814,3474,1690,2640,2583,2996,1649,959
B037,01/12/2024,0,25448,9892,11018,1627,963,1557,4742,2211,875,2455
B037,01/01/2025,0,18492,2521,2960,1183,1722,2035,3933,2531,1714,2414
B038,01/01/2020,42761,59462,3163,3750,2682,1782,1006,2550,1773,1796,1362
B038,01/02/2020,42761,58722,2261,2750,1259,1723,3038,3697,1412,675,1407
B038,01/03/2020,42761,65607,7757,8977,1302,1505,1645,3164,1831,1697,2725
B038,01/04/2020,42761,61568,3364,4117,2098,531,2926,4365,2057,1571,1142
B038,01/05/2020,42761,66082,4686,5324,4876,1213,3595,3685,1052,1452,2124
B038,01/06/2020,42761,66823,8346,9802,3324,810,2388,2948,1277,1349,2164
B038,01/07/2020,42761,68878,7248,8174,4988,1189,1851,4371,2548,550,2446
B038,01/08/2020,42761,68004,7815,8860,2747,779,2063,4443,2456,1329,2566
B038,01/09/2020,42761,66189,7703,9147,3450,1162,3745,2977,1915,516,516
B038,01/10/2020,42761,61796,2569,3055,3869,539,3162,2626,1833,1962,1989
B038,01/11/2020,42761,62661,2735,3348,4719,1361,2026,3319,2485,1038,1604
B038,01/12/2020,42761,61605,4500,5013,2038,920,1946,3085,1177,1966,2699
B038,01/01/2021,43830,67430,7128,7981,2608,878,3076,3950,1981,1861,1265
B038,01/02/2021,43830,57852,2312,2790,2963,959,1029,2441,1602,1286,952
B038,01/03/2021,43830,65832,6609,7947,3575,1751,2013,2164,1002,1058,2492
B038,01/04/2021,43830,71349,8059,9847,4814,1518,3060,2981,2188,1429,1682
B038,01/05/2021,43830,64354,5443,6127,3309,728,1286,3910,2417,1276,1471
B038,01/06/2021,43830,69656,7136,8712,4672,801,2428,3380,2011,1405,2417
B038,01/07/2021,43830,64561,4297,4863,3523,1804,2854,4996,1166,709,816
B038,01/08/2021,43830,61203,2104,2344,2578,1387,3641,3659,1334,801,1629
B038,01/09/2021,43830,71990,8108,9093,4898,1862,2920,2395,2234,1942,2816
B038,01/10/2021,43830,65135,4713,5624,3485,1030,2950,2222,2754,1135,2105
B038,01/11/2021,43830,73121,8602,10033,3401,1182,2891,4926,2198,1849,2811
B038,01/12/2021,43830,65149,2953,3674,4600,1702,2451,4268,1731,855,2038
B038,01/01/2022,44899,67928,6882,7899,1013,1554,2556,4174,2612,765,2456
B038,01/02/2022,44899,64088,3281,3650,1728,516,2296,4557,2247,1558,2637
B038,01/03/2022,44899,68439,7093,7935,1995,950,2888,4502,1741,1145,2384
B038,01/04/2022,44899,66689,4530,5182,2431,629,3064,4630,2125,1496,2233
B038,01/05/2022,44899,64507,3621,4491,4105,1027,2011,3670,2128,602,1574
B038,01/06/2022,44899,64579,2548,2996,2930,1979,3648,4331,2415,522,859
B038,01/07/2022,44899,70502,8855,10521,1061,1347,2526,4623,1135,1436,2954
B038,01/08/2022,44899,61697,3230,3891,1130,1116,3396,2454,1344,1645,1822
B038,01/09/2022,44899,69132,7885,9600,1351,1887,3620,2641,2751,1122,1261
B038,01/10/2022,44899,61337,3502,4109,1212,1216,2384,2820,2077,1920,700
B038,01/11/2022,44899,68918,6658,8169,4152,1103,1588,3260,2912,1057,1778
B038,01/12/2022,44899,68134,6222,7241,3726,1166,2599,3842,1485,1857,1319
B038,01/01/2023,45968,69969,8648,10365,3727,1059,2086,3255,1101,1635,773
B038,01/02/2023,45968,70278,9403,10740,3291,1324,1479,3433,1920,1073,1050
B038,01/03/2023,45968,72336,7920,9083,3809,1683,2657,4401,1981,1601,1153
B038,01/04/2023,45968,64301,5462,6404,2084,655,2869,3815,1276,600,630
